initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
First Quality,"First Quality Enterprises, Inc.","First Quality Enterprises, Inc.",USA,322 - Paper Manufacturing,3222 - Converted Paper Product Manufacturing,32229 - Other Converted Paper Product Manufacturing,Not Available
FirstGroup America Inc,"FirstGroup America, Inc.",FirstGroup plc,United Kingdom,485 - Transit and Ground Passenger Transportation,4859 - Other Transit and Ground Passenger Transportation,48599 - Other Transit and Ground Passenger Transportation,Not Available
Flow Control Group,Flow Control Group,Flow Control Group,USA,"423 - Merchant Wholesalers, Durable Goods","4238 - Machinery, Equipment, and Supplies Merchant Wholesalers",42383 - Industrial Machinery and Equipment Merchant Wholesalers,Not Available
FMS Wertmanagement,FMS Wertmanagement AöR,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Forager,"Forager, Inc.","Forager, Inc.",Not Available,531 - Real Estate,5312 - Offices of Real Estate Agents and Brokers,53121 - Offices of Real Estate Agents and Brokers,Not Available
Ford Canada,"Ford Motor Company of Canada, Limited",Ford Motor Company,USA,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
Ford Spain,Ford Motor Company,Ford Motor Company,USA,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
FOREVER21,"FOREVER 21, Inc.",Authentic Brands Group LLC,USA,448 - Clothing and Clothing Accessories Stores,4481 - Clothing Stores,44812 - Women's Clothing Stores,Not Available
Form Technologies,"Form Technologies, Inc.",Not Available,Not Available,333 - Machinery Manufacturing,3335 - Metalworking Machinery Manufacturing,33351 - Metalworking Machinery Manufacturing and Equipment,Not Available
Fortum,Fortum Oyj,Fortum Oyj,Finland,221 - Utilities,"2211 - Electric Power Generation, Transmission and Distribution",22111 - Electric Power Generation,Not Available
Foto Fantasy Inc. (dba Innovative Foto),Foto Fantasy Inc.,Not Available,Not Available,"541 - Professional, Scientific, and Technical Services","5419 - Other Professional, Scientific, and Technical Services","54199 - All Other Professional, Scientific, and Technical Services",Not Available
Frankfurter Entsorgungs-und Service GmbH,Frankfurter Entsorgungs-und Service GmbH,Not Available,Not Available,562 - Waste Management and Remediation Services,5621 - Waste Collection,56211 - Waste Collection,Not Available
Franklin Electric,"Franklin Electric Co., Inc.","Franklin Electric Co., Inc.",USA,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3353 - Electrical Equipment Manufacturing,33531 - Electrical Equipment Manufacturing,Not Available
Freddie Mac,Federal Home Loan Mortgage Corporation,Federal Home Loan Mortgage Corporation,USA,"525 - Funds, Trusts, and Other Financial Vehicles",5259 - Other Investment Pools and Funds,525990 - Other Financial Vehicles,Not Available
Fresenius Kabi,Fresenius Kabi AG,Fresenius SE & Co. KGaA,Germany,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
Fresenius Kabi USA,"Fresenius Kabi USA, LLC",Fresenius SE & Co. KGaA,Germany,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
Fresh Thyme,Fresh Thyme Market,"Meijer, Inc.",USA,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Fuji Electric,"Fuji Electric Co., Ltd.","Furukawa Electric Co., Ltd.",Japan,334 - Computer and Electronic Product Manufacturing,3344 - Semiconductor and Other Electronic Component Manufacturing,33441 - Semiconductor and Other Electronic Component Manufacturing,Not Available
Fujitsu America Inc.,"Fujitsu America, Inc.",Fujitsu Limited,Japan,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,541512 - Computer Systems Design Services,Not Available
Furukawa,"Furukawa Electric Co., Ltd.","Furukawa Electric Co., Ltd.",Japan,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3351 - Electric Lighting Equipment Manufacturing,33512 - Lighting Fixture Manufacturing,Not Available
FXI,"FXI Holdings, Inc.","FXI Holdings, Inc.",USA,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,32615 - Urethane and Other Foam Product (except Polystyrene) Manufacturing,Not Available
"Gabb Wireless, Inc.","Gabb Wireless, Inc.","Gabb Wireless, Inc.",USA,517 - Telecommunications,5173 - Wired and Wireless Telecommunications Carriers,517312 - Wireless Telecommunications Carriers (except Satellite),Not Available
Galderma,Galderma S.A.,Nestlé S.A.,Switzerland,325 - Chemical Manufacturing,"3256 - Soap, Cleaning Compound, and Toilet Preparation Manufacturing",32562 - Toilet Preparation Manufacturing,Not Available
GARRETT MOTION,Garrett Motion Inc.,Garrett Motion Inc.,USA,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
GasTerra,GasTerra B.V.,Not Available,Netherlands,211 - Oil and Gas Extraction,2111 - Oil and Gas Extraction,211120 - Crude Petroleum Extraction,Not Available
GBfoods,GBfoods S.A.,"Agrolimen, S.A.",Spain,311 - Food Manufacturing,3114 - Fruit and Vegetable Preserving and Specialty Food Manufacturing,"31142 - Fruit and Vegetable Canning, Pickling, and Drying",Not Available
GE HealthCare Technologies,GE HealthCare Technologies Inc.,General Electric Company,USA,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
GE Water News Portal,General Electric Company,General Electric Company,USA,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33391 - Pump and Compressor Manufacturing,Not Available
Gedeon Richter,Richter Gedeon Nyrt.,Richter Gedeon Nyrt.,Hungary,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
Generac,Generac Holdings Inc.,Generac Holdings Inc.,USA,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3353 - Electrical Equipment Manufacturing,335312 - Motor and Generator Manufacturing,Not Available
General Atomics,General Atomics,General Atomics,USA,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
Genesee & Wyoming,Genesee & Wyoming Inc.,Brookfield Infrastructure Partners L.P.,Canada,482 - Rail Transportation,4821 - Rail Transportation,48211 - Rail Transportation,Not Available
Georgia-Pacific LLC,Georgia-Pacific LLC,"Koch Industries, Inc.",USA,322 - Paper Manufacturing,"3221 - Pulp, Paper, and Paperboard Mills",322121 - Paper (except Newsprint) Mills,Not Available
Getinge,Getinge AB,Getinge AB,Sweden,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339112 - Surgical and Medical Instrument Manufacturing,Not Available
Giesecke+Devrient Mobile Security GmbH,Giesecke+Devrient Mobile Security GmbH,Giesecke+Devrient GmbH,Germany,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
Giovanni Rana,Pastificio Rana S.p.A.,Pastificio Rana S.p.A.,Italy,311 - Food Manufacturing,3119 - Other Food Manufacturing,31191 - Snack Food Manufacturing,Not Available
Giti Tire USA,Giti Tire Corporation,Giti Tire Group,China,326 - Plastics and Rubber Products Manufacturing,3262 - Rubber Product Manufacturing,32621 - Tire Manufacturing,Not Available
Glen Dimplex,Glen Dimplex,Glen Dimplex,Ireland,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3352 - Household Appliance Manufacturing,33521 - Small Electrical Appliance Manufacturing,Not Available
Glidewell Direct,Glidewell Laboratories,Glidewell Laboratories,USA,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339116 - Dental Laboratories,Not Available
Global Safety Textiles,"Global Safety Textiles, LLC",Hyosung Corporation,South Korea,314 - Textile Product Mills,3149 - Other Textile Product Mills,314999 - All Other Miscellaneous Textile Product Mills,Not Available
GM KOREA COMPANY LTD.,GM Korea Company,General Motors Company,USA,336 - Transportation and Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
GMB Korea,"GMB Co., Ltd.",Not Available,Not Available,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
GNC,GNC Holdings Inc.,GNC Holdings Inc.,USA,446 - Health and Personal Care Stores,4461 - Health and Personal Care Stores,44619 - Other Health and Personal Care Stores,Not Available
Goodman Manufacturing,"Goodman Manufacturing Company, L.P.","Daikin Industries, Ltd.",Japan,333 - Machinery Manufacturing,"3334 - Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","33341 - Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Not Available
goPuff,Gopuff,Gopuff,USA,445 - Food and Beverage Stores,4451 - Grocery Stores,44512 - Convenience Stores,Not Available
Gorilla Glue,The Gorilla Glue Company,The Gorilla Glue Company,USA,325 - Chemical Manufacturing,"3255 - Paint, Coating, and Adhesive Manufacturing",32552 - Adhesive Manufacturing,Not Available
GoX Studio,GoX Studio,GoX Studio,Not Available,Not Available,Not Available,Not Available,Not Available
Goya,"Goya Foods, Inc.","Goya Foods, Inc.",USA,311 - Food Manufacturing,3114 - Fruit and Vegetable Preserving and Specialty Food Manufacturing,"31142 - Fruit and Vegetable Canning, Pickling, and Drying",Not Available
GRANDIS INC.,"Grandis, Inc.","Samsung Electronics Co., Ltd.",South Korea,334 - Computer and Electronic Product Manufacturing,3344 - Semiconductor and Other Electronic Component Manufacturing,334413 - Semiconductor and Related Device Manufacturing,Not Available
Great Dane,Great Dane LLC,Not Available,Not Available,336 - Transportation Equipment Manufacturing,3362 - Motor Vehicle Body and Trailer Manufacturing,336212 - Truck Trailer Manufacturing,Not Available
Great Lakes Cheese,"Great Lakes Cheese, Inc.","Great Lakes Cheese, Inc.",USA,311 - Food Manufacturing,3115 - Dairy Product Manufacturing,311513 - Cheese Manufacturing,Not Available
Gries Deco Company,Gries Deco Company GmbH,Gries Deco Holding GmbH,Germany,442 - Furniture and Home Furnishings Stores,4422 - Home Furnishings Stores,44229 - Other Home Furnishings Stores,Not Available
GROB,GROB-WERKE GmbH & Co. KG,GROB-WERKE GmbH & Co. KG,Germany,333 - Machinery Manufacturing,3335 - Metalworking Machinery Manufacturing,33351 - Metalworking Machinery Manufacturing,Not Available
Groupe BPCE,Groupe BPCE,Not Available,France,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Groupe Bruxelles Lambert,Groupe Bruxelles Lambert S.A.,Groupe Bruxelles Lambert S.A.,Belgium,"523 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239 - Other Financial Investment Activities,52392 - Portfolio Management,Not Available
GROUPE SEB ISTANBULEV ALETLERI TICARET A.S.,GROUPE SEB ISTANBULEV ALETLERI TICARET A.S.,Groupe SEB,France,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3352 - Household Appliance Manufacturing,33522 - Major Household Appliance Manufacturing,Not Available
GROWMARK,"GROWMARK, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Groz-Beckert,Groz-Beckert KG,Groz-Beckert KG,Germany,313 - Textile Mills,3132 - Fabric Mills,31324 - Knit Fabric Mills,Not Available
Grünenthal,Grünenthal GmbH,Grünenthal GmbH,Germany,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,325412 - Pharmaceutical Preparation Manufacturing,Not Available
Grupa Kety,Grupa Kęty S.A.,Grupa Kęty S.A.,Poland,331 - Primary Metal Manufacturing,3313 - Alumina and Aluminum Production and Processing,33131 - Alumina and Aluminum Production and Processing,Not Available
Grupo Almo,Grupo Almo S.A.,Not Available,Not Available,"423 - Merchant Wholesalers, Durable Goods","4238 - Machinery, Equipment, and Supplies Merchant Wholesalers",42383 - Industrial Machinery and Equipment Merchant Wholesalers,Not Available
Grupo Antolin companies,"Grupo Antolin-Irausa, S.A.","Grupo Antolin-Irausa, S.A.",Spain,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33636 - Motor Vehicle Seating and Interior Trim Manufacturing,Not Available
Grupo Axo,"Grupo Axo, S.A.P.I. de C.V.","Grupo Axo, S.A.P.I. de C.V.",Mexico,448 - Clothing and Clothing Accessories Stores,4481 - Clothing Stores,44812 - Women's Clothing Stores,Not Available
Grupo Pinero,"Grupo Piñero, S.A.","Grupo Piñero, S.A.",Spain,721 - Accommodation,7211 - Traveler Accommodation,72111 - Hotels (except Casino Hotels) and Motels,Not Available
GS Yuasa,GS Yuasa Corporation,GS Yuasa Corporation,Japan,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3359 - Other Electrical Equipment and Component Manufacturing,33591 - Battery Manufacturing,Not Available
Guardian Glass,"Guardian Glass, LLC","Koch Industries, Inc.",USA,327 - Nonmetallic Mineral Product Manufacturing,3272 - Glass and Glass Product Manufacturing,32721 - Glass and Glass Product Manufacturing,Not Available
Guhring España & Portugal,Guhring S.L.,Gühring KG,Germany,333 - Machinery Manufacturing,3335 - Metalworking Machinery Manufacturing,33351 - Metalworking Machinery Manufacturing,Not Available
Gwinnett County Public Schools,Gwinnett County Public Schools,Gwinnett County Public Schools,USA,611 - Educational Services,6111 - Elementary and Secondary Schools,61111 - Elementary and Secondary Schools,Not Available
"H MART COMPANIES, INC.","H Mart Companies, Inc.",Hanahreum Group,South Korea,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Habesha Breweries,Habesha Breweries S.C.,Habesha Breweries S.C.,Ethiopia,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31212 - Breweries,Not Available
Hager Group,Hager Group S.A.,Hager Group S.A.,France,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3353 - Electrical Equipment Manufacturing,33531 - Electrical Equipment Manufacturing,Not Available
