initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
GasTerra,GasTerra B.V.,Not Available,Netherlands,211 - Oil and Gas Extraction,2111 - Oil and Gas Extraction,211120 - Crude Petroleum Extraction,Not Available
GBfoods,GBfoods S.A.,"Agrolimen, S.A.",Spain,311 - Food Manufacturing,3114 - Fruit and Vegetable Preserving and Specialty Food Manufacturing,"31142 - Fruit and Vegetable Canning, Pickling, and Drying",Not Available
GE HealthCare Technologies,GE HealthCare Technologies Inc.,General Electric Company,USA,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
GE Water News Portal,General Electric Company,General Electric Company,USA,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33391 - Pump and Compressor Manufacturing,Not Available
Gedeon Richter,Richter Gedeon Nyrt.,Richter Gedeon Nyrt.,Hungary,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
Generac,Generac Holdings Inc.,Generac Holdings Inc.,USA,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3353 - Electrical Equipment Manufacturing,335312 - Motor and Generator Manufacturing,Not Available
General Atomics,General Atomics,General Atomics,USA,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
Genesee & Wyoming,Genesee & Wyoming Inc.,Brookfield Infrastructure Partners L.P.,Canada,482 - Rail Transportation,4821 - Rail Transportation,48211 - Rail Transportation,Not Available
Georgia-Pacific LLC,Georgia-Pacific LLC,"Koch Industries, Inc.",USA,322 - Paper Manufacturing,"3221 - Pulp, Paper, and Paperboard Mills",322121 - Paper (except Newsprint) Mills,Not Available
Getinge,Getinge AB,Getinge AB,Sweden,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339112 - Surgical and Medical Instrument Manufacturing,Not Available
Giesecke+Devrient Mobile Security GmbH,Giesecke+Devrient Mobile Security GmbH,Giesecke+Devrient GmbH,Germany,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
Giovanni Rana,Pastificio Rana S.p.A.,Pastificio Rana S.p.A.,Italy,311 - Food Manufacturing,3119 - Other Food Manufacturing,31191 - Snack Food Manufacturing,Not Available
Giti Tire USA,Giti Tire Corporation,Giti Tire Group,China,326 - Plastics and Rubber Products Manufacturing,3262 - Rubber Product Manufacturing,32621 - Tire Manufacturing,Not Available
Glen Dimplex,Glen Dimplex,Glen Dimplex,Ireland,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3352 - Household Appliance Manufacturing,33521 - Small Electrical Appliance Manufacturing,Not Available
Glidewell Direct,Glidewell Laboratories,Glidewell Laboratories,USA,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339116 - Dental Laboratories,Not Available
Global Safety Textiles,"Global Safety Textiles, LLC",Hyosung Corporation,South Korea,314 - Textile Product Mills,3149 - Other Textile Product Mills,314999 - All Other Miscellaneous Textile Product Mills,Not Available
GM KOREA COMPANY LTD.,GM Korea Company,General Motors Company,USA,336 - Transportation and Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
GMB Korea,"GMB Co., Ltd.",Not Available,Not Available,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
GNC,GNC Holdings Inc.,GNC Holdings Inc.,USA,446 - Health and Personal Care Stores,4461 - Health and Personal Care Stores,44619 - Other Health and Personal Care Stores,Not Available
Goodman Manufacturing,"Goodman Manufacturing Company, L.P.","Daikin Industries, Ltd.",Japan,333 - Machinery Manufacturing,"3334 - Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","33341 - Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Not Available
goPuff,Gopuff,Gopuff,USA,445 - Food and Beverage Stores,4451 - Grocery Stores,44512 - Convenience Stores,Not Available
Gorilla Glue,The Gorilla Glue Company,The Gorilla Glue Company,USA,325 - Chemical Manufacturing,"3255 - Paint, Coating, and Adhesive Manufacturing",32552 - Adhesive Manufacturing,Not Available
GoX Studio,GoX Studio,GoX Studio,Not Available,Not Available,Not Available,Not Available,Not Available
Goya,"Goya Foods, Inc.","Goya Foods, Inc.",USA,311 - Food Manufacturing,3114 - Fruit and Vegetable Preserving and Specialty Food Manufacturing,"31142 - Fruit and Vegetable Canning, Pickling, and Drying",Not Available
GRANDIS INC.,"Grandis, Inc.","Samsung Electronics Co., Ltd.",South Korea,334 - Computer and Electronic Product Manufacturing,3344 - Semiconductor and Other Electronic Component Manufacturing,334413 - Semiconductor and Related Device Manufacturing,Not Available
Great Dane,Great Dane LLC,Not Available,Not Available,336 - Transportation Equipment Manufacturing,3362 - Motor Vehicle Body and Trailer Manufacturing,336212 - Truck Trailer Manufacturing,Not Available
Great Lakes Cheese,"Great Lakes Cheese, Inc.","Great Lakes Cheese, Inc.",USA,311 - Food Manufacturing,3115 - Dairy Product Manufacturing,311513 - Cheese Manufacturing,Not Available
Gries Deco Company,Gries Deco Company GmbH,Gries Deco Holding GmbH,Germany,442 - Furniture and Home Furnishings Stores,4422 - Home Furnishings Stores,44229 - Other Home Furnishings Stores,Not Available
GROB,GROB-WERKE GmbH & Co. KG,GROB-WERKE GmbH & Co. KG,Germany,333 - Machinery Manufacturing,3335 - Metalworking Machinery Manufacturing,33351 - Metalworking Machinery Manufacturing,Not Available
Groupe BPCE,Groupe BPCE,Not Available,France,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Groupe Bruxelles Lambert,Groupe Bruxelles Lambert S.A.,Groupe Bruxelles Lambert S.A.,Belgium,"523 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239 - Other Financial Investment Activities,52392 - Portfolio Management,Not Available
GROUPE SEB ISTANBULEV ALETLERI TICARET A.S.,GROUPE SEB ISTANBULEV ALETLERI TICARET A.S.,Groupe SEB,France,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3352 - Household Appliance Manufacturing,33522 - Major Household Appliance Manufacturing,Not Available
GROWMARK,"GROWMARK, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Groz-Beckert,Groz-Beckert KG,Groz-Beckert KG,Germany,313 - Textile Mills,3132 - Fabric Mills,31324 - Knit Fabric Mills,Not Available
Grünenthal,Grünenthal GmbH,Grünenthal GmbH,Germany,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,325412 - Pharmaceutical Preparation Manufacturing,Not Available
Grupa Kety,Grupa Kęty S.A.,Grupa Kęty S.A.,Poland,331 - Primary Metal Manufacturing,3313 - Alumina and Aluminum Production and Processing,33131 - Alumina and Aluminum Production and Processing,Not Available
Grupo Almo,Grupo Almo S.A.,Not Available,Not Available,"423 - Merchant Wholesalers, Durable Goods","4238 - Machinery, Equipment, and Supplies Merchant Wholesalers",42383 - Industrial Machinery and Equipment Merchant Wholesalers,Not Available
Grupo Antolin companies,"Grupo Antolin-Irausa, S.A.","Grupo Antolin-Irausa, S.A.",Spain,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33636 - Motor Vehicle Seating and Interior Trim Manufacturing,Not Available
Grupo Axo,"Grupo Axo, S.A.P.I. de C.V.","Grupo Axo, S.A.P.I. de C.V.",Mexico,448 - Clothing and Clothing Accessories Stores,4481 - Clothing Stores,44812 - Women's Clothing Stores,Not Available
Grupo Pinero,"Grupo Piñero, S.A.","Grupo Piñero, S.A.",Spain,721 - Accommodation,7211 - Traveler Accommodation,72111 - Hotels (except Casino Hotels) and Motels,Not Available
GS Yuasa,GS Yuasa Corporation,GS Yuasa Corporation,Japan,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3359 - Other Electrical Equipment and Component Manufacturing,33591 - Battery Manufacturing,Not Available
Guardian Glass,"Guardian Glass, LLC","Koch Industries, Inc.",USA,327 - Nonmetallic Mineral Product Manufacturing,3272 - Glass and Glass Product Manufacturing,32721 - Glass and Glass Product Manufacturing,Not Available
Guhring España & Portugal,Guhring S.L.,Gühring KG,Germany,333 - Machinery Manufacturing,3335 - Metalworking Machinery Manufacturing,33351 - Metalworking Machinery Manufacturing,Not Available
Gwinnett County Public Schools,Gwinnett County Public Schools,Gwinnett County Public Schools,USA,611 - Educational Services,6111 - Elementary and Secondary Schools,61111 - Elementary and Secondary Schools,Not Available
"H MART COMPANIES, INC.","H Mart Companies, Inc.",Hanahreum Group,South Korea,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Habesha Breweries,Habesha Breweries S.C.,Habesha Breweries S.C.,Ethiopia,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31212 - Breweries,Not Available
Hager Group,Hager Group S.A.,Hager Group S.A.,France,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3353 - Electrical Equipment Manufacturing,33531 - Electrical Equipment Manufacturing,Not Available
Hamamatsu,Hamamatsu Photonics K.K.,Hamamatsu Photonics K.K.,Japan,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
HANA MICRON,HANA Micron Inc.,HANA Micron Inc.,South Korea,334 - Computer and Electronic Product Manufacturing,3344 - Semiconductor and Other Electronic Component Manufacturing,334413 - Semiconductor and Related Device Manufacturing,Not Available
"Hangzhiu HuaAn Biotechnology Co., Ltd.","Hangzhiu HuaAn Biotechnology Co., Ltd.","Hangzhiu HuaAn Biotechnology Co., Ltd.",China,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
HANKOOK TIRE AMERICA CORP,"Hankook & Company Co., Ltd.","Hankook Tire & Technology Co., Ltd.",South Korea,326 - Plastics and Rubber Products Manufacturing,3262 - Rubber Product Manufacturing,32621 - Tire Manufacturing,Not Available
Hanson Quarry Products Europe,Hanson Quarry Products Europe Ltd,Heidelberg Materials AG,Germany,212 - Mining (except Oil and Gas),2123 - Nonmetallic Mineral Mining and Quarrying,21231 - Stone Mining and Quarrying,Not Available
HANWHA Q CELLS,Hanwha Q CELLS GmbH,Hanwha Group,South Korea,334 - Computer and Electronic Product Manufacturing,3344 - Semiconductor and Other Electronic Component Manufacturing,33441 - Semiconductor and Other Electronic Component Manufacturing,Not Available
HANWHA Q CELLS GMBH,Hanwha Q CELLS GmbH,Hanwha Solutions Corporation,South Korea,334 - Computer and Electronic Product Manufacturing,3344 - Semiconductor and Other Electronic Component Manufacturing,33441 - Semiconductor and Other Electronic Component Manufacturing,Not Available
Hanwha Vision,"Hanwha Vision Co., Ltd.",Hanwha Group,South Korea,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
"HANWHA VISION AMERICA, INC.","Hanwha Vision America, Inc.",Hanwha Group,South Korea,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33422 - Broadcast and Wireless Communications Equipment Manufacturing,Not Available
HappyFresh,HappyFresh Group,Not Available,Not Available,454 - Nonstore Retailers,4541 - Electronic Shopping and Mail-Order Houses,45411 - Electronic Shopping and Mail-Order Houses,Not Available
HarbisonWalker International,"HarbisonWalker International, Inc.","HarbisonWalker International, Inc.",USA,327 - Nonmetallic Mineral Product Manufacturing,3271 - Clay Product and Refractory Manufacturing,32712 - Clay Building Material and Refractories Manufacturing,Not Available
Harley Davidson,"Harley-Davidson, Inc.","Harley-Davidson, Inc.",USA,336 - Transportation Equipment Manufacturing,3369 - Other Transportation Equipment Manufacturing,33699 - Other Transportation Equipment Manufacturing,Not Available
Harris Teeter,"Harris Teeter, Inc.",The Kroger Co.,USA,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
"Hat World, Inc","Hat World, Inc.",Genesco Inc.,USA,448 - Clothing and Clothing Accessories Stores,4481 - Clothing Stores,448150 - Clothing Accessories Stores,Not Available
HD Supply,"HD Supply Holdings, Inc.","The Home Depot, Inc.",USA,"423 - Merchant Wholesalers, Durable Goods","4238 - Machinery, Equipment, and Supplies Merchant Wholesalers",42383 - Industrial Machinery and Equipment Merchant Wholesalers,Not Available
HealthFirst,HealthFirst,,Not Available,621 - Ambulatory Health Care Services,6214 - Outpatient Care Centers,621491 - HMO Medical Centers,Not Available
"Hegira Programs, Inc.","Hegira Programs, Inc.","Hegira Programs, Inc.",Not Available,623 - Nursing and Residential Care Facilities,"6232 - Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",62322 - Residential Mental Health and Substance Abuse Facilities,Not Available
HEIDENHAIN,Heidenhain GmbH,Dr. Johannes Heidenhain GmbH,Germany,333 - Machinery Manufacturing,3332 - Industrial Machinery Manufacturing,33324 - Industrial Machinery Manufacturing,Not Available
Heil,"Heil Environmental Industries, Ltd.",Dover Corporation,USA,333 - Machinery Manufacturing,"3331 - Agriculture, Construction, and Mining Machinery Manufacturing",333120 - Construction Machinery Manufacturing,Not Available
Hellenic Police Headquarters,Hellenic Police Headquarters,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HELLENIC RED CROSS,Hellenic Red Cross,Hellenic Red Cross,Greece,624 - Social Assistance,"6242 - Community Food and Housing, and Emergency and Other Relief Services",62422 - Emergency and Other Relief Services,Not Available
HEMA BV,HEMA BV,Ramphastos Investments Management B.V.,Netherlands,452 - General Merchandise Stores,4522 - Department Stores,452210 - Department Stores,Not Available
Henning Harders (Australia),Henning Harders (Australia) Pty Ltd,Henning Harders Group,Germany,488 - Support Activities for Transportation,4885 - Freight Transportation Arrangement,48851 - Freight Transportation Arrangement,Not Available
Henningsen Cold Storage Co.,Henningsen Cold Storage Co.,"Lineage Logistics Holdings, LLC",USA,493 - Warehousing and Storage,4931 - Warehousing and Storage,49312 - Refrigerated Warehousing and Storage,Not Available
